Name,Status,List Builder,C. Manager,CSM,Seller,Execution Timeline - Start,Execution Timeline - End,Total Budget,Executed Amount,Executed Take Rate %,Company,# Influencers,# UGC,Internal Handbook,Live Report,Musical Genre,Audience Country,Números,Creative Hashtags,Influencers Budget,Sub-Campaign Budget,Take Rate %,Client Handbook,# Tiktoks,# IG Reels,# IG Posts,# IG Stories,# Youtube,# Streams (Twitch/Kick),Currency,POs/Invoice,# Execution Adjustments,Execution Adjustments Reasons,# Proposal Adjustments,Proposal Adjustments Reasons,PDF Presentation,Proposal,Music List Type,Last Updated,Deal Created Date,Proposal Board Start Date,Building Proposal Start Date,Pending Approval Start Date,Execution Board Start Date,Ongoing Start Date,Building Reports Start Date,Completed Date,Proposal Timeline - Start,Proposal Timeline - End,Subelementos LWT Status,# Posts,# Published,% Progress,Views,Engagement,CPM,CPE(mile),ER%,Seller ID,CSM ID,Hubspot ID,Campaign ID,US List URL,Creative URL,Brief URL,monday Doc v2
"Santana x Grupo Frontera ""Me Retiro"" Reviewers",Completed,Juan Val,valentina.semprun@influur.com,,Polina Andrieieva,5/29/2025,6/9/2025,2550,,100%,Sony Music Mexico,4,,https://docs.google.com/spreadsheets/d/1tAH5NVGuwx9Z2V52FmMEqumLCcYyKenjJRzyKmSXVF8/edit?usp=sharing,https://music.influur.com/promote/e4be8017-c905-4df9-af8b-f9ee31be484f/share/?token=VOD2GcJ99JEWOMpFtsSYVbcJICDGOnjIrL303_66_24,Regional MX,MEX,,Review,2550,,,https://docs.google.com/spreadsheets/d/1PuEhqQnqe0X_O3j2JxZ-UMUqWmAmJRPswgbEwVJhbtM/edit?gid=1988398864#gid=1988398864,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGm-174n9g/JFsHw5ORJRfCpYS3gWnfVQ/edit,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-09,,2025-05-09,2025-05-09,2025-05-27,2025-05-29,2025-06-10,2025-06-11,5/9/2025,5/9/2025,,,,,309946,10136,8.2,252,3.3,414817948,,,,,,,
"Kany García, Lia Kali ""Huir""",Completed,,Genesis Martinez,,Steven Campos,5/29/2025,6/6/2025,8000,,100%,"5020 Records, Sony Music",6,,https://docs.google.com/spreadsheets/d/16_IFPtEyRuJx8_jG0YXA1s38GrlIoqSBa-LtODj9sR4/edit?usp=sharing,"influur | Kany Garcia, Lia Kali - Huir - https://music.influur.com/promote/9c7266a9-3258-4358-bfa7-ac61638c2a2f/share?token=hKjpS6OIFs4H_xLE3_elwLlKN7NF87MPz6st4fdGP14",Pop,US LATIN,,Capcut,8000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-28,,2025-05-28,2025-05-28,2025-05-29,2025-05-29,2025-06-06,2025-06-16,5/28/2025,5/28/2025,,,,,3110017,291605,2.6,27,9.4,189598736,,,,,,,
"Myke Towers ""Soleado""",Completed,Juan Val,maria.escobar@influur.com,,Steven Campos,5/29/2025,6/7/2025,10000,,100%,Warner Regional Latam,5,,https://docs.google.com/spreadsheets/d/1ec-g9mGnaWltLcbnj-Ir5DHEr2vnUQ56OiD6j6hYCFU/edit?usp=sharing,"influur | Myke Towers ""Soleado"" US Latin - https://music.influur.com/promote/c959ecaf-4ce9-4997-921a-d55afd4b20d6/share?token=JlLjO0GKofqaZ_j2h9vJk8dMEiGEuh9IcMxvZltP7FE",Reggaeton,US LATIN,,Lip-sync,10000,,,https://docs.google.com/spreadsheets/d/1dttdxXATeLqWCml3q6hoM26z3W2POUyRIAjgTOkVlXs/edit?usp=sharing,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGo185g0vM/qb3rKOHIXvcynPZmLywTwg/edit?utm_content=DAGo185g0vM&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-28,,2025-05-28,2025-05-29,2025-05-29,2025-05-29,2025-06-09,2025-06-17,5/28/2025,5/28/2025,,,,,3016939,209811,3.3,48,7,189598736,,,,,,,
"Linkin Park ""Let You Fade""",Completed,"camila.parra@influur.com, Julius Breyer",Carolina Anaya,,Steven Campos,5/29/2025,6/17/2025,5000,,100%,"Meta Platforms, Inc.",9,,https://docs.google.com/spreadsheets/d/1viktxH-VQoR1b9pyrBzUgaloGCWpUQYHm4bkmSmwQLA/edit?usp=sharing,"influur | Linkin Park ""Let You Fade"" - https://music.influur.com/promote/cf56819a-ec25-4c04-b32a-b640fa9ed36e/share?token=y4NNq7nMO2Mich9_ikZ0zTBdlZxtVmz8-chHkEPS5Ww",Alternativo,BR,,Explainers,5000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-20,,2025-05-20,2025-05-29,2025-05-30,2025-05-30,2025-06-17,2025-06-17,5/20/2025,5/20/2025,,,,,143270,12513,34.9,400,8.7,189598736,,,,,,,
Kobi Cantillo “Se Te Reza”,Completed,,Genesis Martinez,,Steven Campos,5/29/2025,6/20/2025,5000,,100%,Universal Music Latin,5,60,https://docs.google.com/spreadsheets/d/1lnVEgXtiUL12QeIMEdlau048iXQubQVtsU_pOC63aVg/edit?usp=sharing,influur | Kobi Cantillo - Se Te Reza - https://music.influur.com/promote/00edcb82-deb6-4cab-85b6-6ed88577b733/share?token=c2DF4UmCxLrjuGOw0DNU1A61V_4LnDw7wh8PjjgiYYI,Urbano,US LATIN,,Dance,5000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-19,,2025-05-19,2025-05-29,2025-05-29,2025-05-29,2025-06-20,2025-07-14,5/19/2025,5/19/2025,,,,,869581,49382,5.7,101,5.7,189598736,,,,,,,
"Adri Torron ""FOK UP""",Completed,Juan Val,valentina.semprun@influur.com,,Polina Andrieieva,5/29/2025,6/15/2025,3370,,100%,Other,5,40,https://docs.google.com/spreadsheets/d/1Ws4dW76BPNE5FGxCU4ob0kwp3MwtRNVXThVvAz4PGZk/edit?usp=sharing,"influur | Adri Torron ""FOK UP"" - https://music.influur.com/promote/ecbace08-7a56-4c55-b784-66a223a4e9e2/share?token=UQ3V-5Et1KE5kkujzgSQE2ahkyfN0yn8hDn5SWzXLLk",Pop,"MEX, US LATIN",,"POV, Lip-sync",3370,,,https://docs.google.com/spreadsheets/d/1IxDJDEWaHmWXO178QN8j3qOk5_kW6rcFPH1oD1gBbD0/edit?usp=sharing,,,,,,,,,,,,,,https://www.canva.com/design/DAGhb8RsA0g/eKtrRbtbyozQImUIas6ysQ/edit?utm_content=DAGhb8RsA0g&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-03-06,,2025-05-22,2025-05-22,2025-05-23,2025-05-29,2025-06-16,2025-08-04,3/6/2025,3/6/2025,,,,,530588,25328,6.4,133,4.8,414817948,,,,,,,
Jesse Joy - CDMX Activation,Completed,Juan Val,Genesis Martinez,,Steven Campos,5/28/2025,6/3/2025,2076,,100%,Warner Music Mexico,2,,https://docs.google.com/spreadsheets/d/1AWDC3mRNcmllkVqmREqz4g6QB6aUIJ5YzvVhv-mbQEo/edit?usp=sharing,influur | Jesse & Joy - Empinar el Codo (Cdmx) - https://music.influur.com/promote/c3eee2a0-ad56-463b-8144-749955e70a6a/share?token=n6_Mhx1xd-81gLy1GNnIK3x7ahHLZNv_JOCCMCZnZgQ,Pop,MEX,,presencial,2076,,,https://docs.google.com/spreadsheets/d/17NsmmjGvqEJnYoNeRMTluarqvg8cR8kQ48Z8GYwsHyc/edit?gid=287429081#gid=287429081,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-27,,2025-05-27,2025-05-28,2025-05-28,2025-05-28,2025-06-03,2025-06-04,5/27/2025,5/27/2025,,,,,574165,10689,3.6,194,1.9,189598736,,,,,,,
"Beele ""No tiene sentido"" Phase 2",Completed,,Genesis Martinez,,Steven Campos,5/28/2025,6/4/2025,10000,,100%,"5020 Records, Sony Music",7,,https://docs.google.com/spreadsheets/d/1IayaEfVg7EKRa5oG8NtBkNvOh2dq6XDo57iUkNDIl4U/edit?usp=sharing,influur | Beéle - No Tiene Sentido (Phase 2) - https://music.influur.com/promote/3e15f4e6-210b-496e-9b4b-609218bd61ea/share?token=_-qp1sCh0fDcQyzUVHGOuZfhSBR8cRRdESqok_leMuI,Merengueton,US LATIN,,"Dance, Lip-sync",10000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-21,,2025-05-21,2025-05-22,2025-05-28,2025-05-28,2025-06-04,2025-06-04,5/21/2025,5/21/2025,,,,,5725364,448085,1.7,22,7.8,189598736,,,,,,,
Virlan Garcia 'Nuevo Milenio',Completed,Juan Val,maria.escobar@influur.com,,Polina Andrieieva,5/28/2025,7/1/2025,4000,,100%,Downtown,5,55,https://docs.google.com/spreadsheets/d/1v3aQoRPyCE4Ee1M3ZuJRvVyatni1WRSyIonErsWX8fw/edit?usp=sharing,"influur | Virlan García ""Nuevo Milenio"" - https://music.influur.com/promote/9e28648f-4630-43b4-84d3-9c97b60953e0/share?token=V1grn1XHbTN879PgXqf0uixjeC3x42yUkzAAdb29j_s",Regional MX,MEX,,POV,4000,,,https://docs.google.com/spreadsheets/d/1IGE-8wcDssYTpgqn-ean1s2ocgmFkqZSWP6Jaj8J29U/edit?usp=sharing,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGoT7CEG8w/nRsqKTscHWKZb49oinx08w/edit?utm_content=DAGoT7CEG8w&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-23,,2025-05-23,2025-05-23,2025-05-27,2025-05-28,2025-06-09,2025-07-08,5/23/2025,5/23/2025,,,,,1480614,96291,2.7,42,6.5,414817948,,,,,,,
"Karol G ""Latina Foreva"" Men",Completed,,Andres Ignacio Gomez,,Steven Campos,5/28/2025,6/18/2025,7600,,100%,Interscope Records,8,,https://docs.google.com/spreadsheets/d/1k3wLuNU2ek37WAdLN6NlscHLsnPdgxFirh7tbq4ck80/edit?gid=602732417#gid=602732417,https://music.influur.com/promote/1d3141da-636e-4c10-af5f-0e662c3e1c07/share?token=FLDzzpZJT8EpbT6Uj4-wr2_ydthuszDI1NuIRbp193w,Reggaeton,"MEX, LATAM",,Dance,7600,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-26,,2025-05-26,,2025-05-28,2025-05-28,2025-06-23,2025-08-18,5/26/2025,5/26/2025,,,,,8069916,996900,0.9,8,12.4,189598736,,,,,,,
"DannyLux, Jasiel Nuñez ""Cielo Eterno""",Completed,,valentina.semprun@influur.com,,Steven Campos,5/27/2025,6/5/2025,811,,100%,XYZ,1,,https://docs.google.com/spreadsheets/d/1rtKYRTjaUjaRvRNK6xS2HPaUsvuFHaUhVeBS1uUy4rs/edit?usp=sharing,https://dashboard.influur.com/client/dannylux-jasiel-nu%C3%B1ez-cielo-eterno147,Regional MX,MEX,,Review,811,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-27,,,,,2025-05-27,2025-06-05,2025-06-11,,,,,,,62340,14021,13,58,22.5,189598736,,,,,,,
"Mau y Ricky, Danny Ocean & Yorghaki ""Samana""",Completed,camila.parra@influur.com,Genesis Martinez,,Steven Campos,5/27/2025,6/3/2025,5000,,100%,Warner Music Latina Inc.,10,,https://docs.google.com/spreadsheets/d/1pfydhN9Lp8lD-CdSwRtm4AM1C-uN5IYNIgjV6A4AtRk/edit?usp=sharing,influur | Mau y Ricky - Samaná - https://music.influur.com/promote/29f4c139-8a4a-4b05-9397-8206d6181ad8/share?token=5zqKbwSyMCAvMGjyz9ax2_5KMALjPtEzp-IMwinB1sQ,Urbano,"MEX, US LATIN, VZ",,"Lip-sync, Dance",5000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-21,,2025-05-21,2025-05-22,2025-05-27,2025-05-27,,2025-06-03,5/21/2025,5/21/2025,,,,,1213647,41223,4.1,121,3.4,189598736,,,,,,,
"Nanpa Basico & Camilo ""Eavemaria""",Completed,camila.parra@influur.com,Genesis Martinez,,Steven Campos,5/27/2025,6/8/2025,8000,,100%,"5020 Records, Sony Music",5,,https://docs.google.com/spreadsheets/d/1OfR4FU_3xz1ShFUAxTKwDdhbTLhiBdmf7QYuiNbVyvU/edit?usp=sharing,influur | Nanpa Basico & Camilo - EAVEMARIA - https://music.influur.com/promote/d22ca09a-6bdf-4f36-8946-cca0e605d95c/share/?token=DGVN4IFwzx7S3_PwwGxnuF8O2FjOqcYHt1v9rR-PDtA,Urbano,US LATIN,,"Edit, POV",8000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-09,,2025-05-09,2025-05-12,2025-05-21,2025-05-27,2025-06-09,2025-06-16,5/9/2025,5/9/2025,,,,,3309000,258245,2.4,31,7.8,189598736,,,,,,,
"""Nunca Es Suficiente"" Efecto SR",Completed,,valentina.semprun@influur.com,,Steven Campos,5/27/2025,6/10/2025,2000,,100%,XYZ,,86,https://docs.google.com/spreadsheets/d/16FZMQbhFRi_ZgYvlQaKNhOvRNfogD_Fm88TYTWeZcNA/edit?usp=sharing,"""Nunca Es Suficiente"" Efecto SR | Influur - https://dashboard.influur.com/client/-nunca-es-suficiente-efecto-sr147",Regional MX,MEX,,"Lip-sync, POV",2000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-27,,,,,2025-05-28,2025-06-10,2025-06-19,,,,,,,300000,14000,6.7,143,4.7,189598736,,,,,,,
"Bb trickz ""Super""",Completed,,Genesis Martinez,,Steven Campos,5/27/2025,6/11/2025,7677,,100%,"Sony Music Entertainment España, S.L.",5,,https://docs.google.com/spreadsheets/d/1kaK9ra64Y6Xb6NAfbjVk31RFZgupM9r7u9Y7iB6fm2Y/edit?usp=sharing,influur | Bbtrickz - Super - https://music.influur.com/promote/7ced6e58-b29a-4ecf-aa3a-7e825a7fc9e3/share?token=0YL7nqVHbnQOohY2rl-s9OfcB8LLWXGvbgS15B-919E,Urbano,"US, MEX",,"Lip-sync, Dance",7677,,,,,,,,,,,,,,,,,,,"Juan Meza Oct 29, 2025 4:49 PM",2025-05-22,,2025-05-22,2025-05-22,2025-05-27,2025-05-27,2025-06-12,2025-07-14,5/22/2025,5/22/2025,,,,,3473513,248623,2.2,31,7.2,189598736,,,,,,,
"Sheeno ""Polvito Rosa""",Completed,Juan Val,valentina.semprun@influur.com,,Polina Andrieieva,5/26/2025,6/5/2025,2550,,100%,Sony Music Mexico,7,,https://docs.google.com/spreadsheets/d/1qnkNzPcfKEsh4fVy0gPkgH0B42MceV-mYWEPoZwyBSs/edit?gid=142376058#gid=142376058,https://music.influur.com/promote/46a80c7b-a8d6-4154-92b9-cfb2120213ce/share?token=H-mWxWawn7-G2T7WvKx0J1npAQQXa5cCTwaZu_vBZqE,Electro Corridos,MEX,,POV,2550,,,https://docs.google.com/spreadsheets/d/10QZ25ENwSlAFKEYYJsMouDV4opyU8q5IExdm4zAQyoo/edit?gid=671605487#gid=671605487,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGniEW96J0/AkVpqcnrgrw56Xgs4g3rfw/edit,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-14,,2025-05-20,2025-05-21,2025-05-26,2025-05-26,2025-06-05,2025-06-11,5/14/2025,5/14/2025,,,,,162891,21842,15.7,117,13.4,414817948,,,,,,,
"Taxi Orquesta ""Herido""",Completed,,valentina.semprun@influur.com,,Steven Campos,5/26/2025,5/28/2025,1510,,100%,XYZ,1,,https://docs.google.com/spreadsheets/d/1I35j8JtKceWEDtIW4coffukcPc7ITxQdJfOgBORNTOE/edit?usp=sharing,TikTok - Make Your Day - https://www.tiktok.com/@barbaramirezzz/video/7509698062625836318?is_from_webapp=1&sender_device=pc&web_id=7500981807413282309,Cumbia,MEX,,"Lip-sync, Dance",1510,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-26,,2025-05-26,,2025-05-26,2025-05-26,2025-05-29,2025-06-02,5/26/2025,5/26/2025,,,,,1400000,151387,1.1,10,10.8,189598736,,,,,,,
"Pedro Sampaio ft. J Blavin ""Perversa""",Completed,"camila.parra@influur.com, Julius Breyer",Carolina Anaya,,Steven Campos,5/26/2025,6/6/2025,10000,,100%,"Meta Platforms, Inc.",9,,https://docs.google.com/spreadsheets/d/1o4vLIUusgYdjnu-5mp3Yfle2pwTUV-KfbQKqGKJfL20/edit?usp=sharing,https://music.influur.com/promote/f604e4ac-61b8-4440-b7e9-8f78c00c8e46/share?token=RTzweiJemuVtRSQXSSeRyOIfqjBy_qia05KkZYW5dp0,Funk BR,BR,,"Dance, Lip-sync",10000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-20,,2025-05-20,2025-05-23,2025-05-26,2025-05-26,2025-06-06,2025-06-06,5/20/2025,5/20/2025,,,,,3223744,156684,3.1,64,4.9,189598736,,,,,,,
"Karol G ""Latina Foreva"" - Reviewers",Completed,,Andres Ignacio Gomez,,Steven Campos,5/26/2025,5/26/2025,10000,,100%,Interscope Records,12,,https://docs.google.com/spreadsheets/d/1hzerDXFiHixQHi2RxO5UKZ0Urprs0vYMVmCZfoj8P6o/edit?usp=sharing,https://music.influur.com/promote/a566c263-6a66-4b69-ad30-675442ebeee7/share?token=8bmgehA5TrVhNRCsGXr-VF4ql0tF6N-CVzzAkY15YVc,Reggaeton,"US LATIN, LATAM",,Review,10000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-22,,2025-05-22,2025-05-26,2025-05-26,2025-05-26,,2025-06-30,5/22/2025,5/22/2025,,,,,2887371,272292,3.5,37,9.4,189598736,,,,,,,
"Tempo x Glory ""Dalo todo""",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,5/23/2025,6/8/2025,2500,,100%,ONErpm,,93,https://docs.google.com/spreadsheets/d/19eHAd0M3hLL2xcY_sN-rSpZSPhKJSgokrol1HOrjDk0/edit?usp=sharing,"influur | Tempo x Glory ""Dalo todo"" - https://music.influur.com/promote/4b0c78c2-bc47-4609-8ddc-30b99f7c047f/share?token=w_otGYuE-jgElKrFNLQBG7c3Ga8xRxnnWmQUKmsXShQ",Urbano,"PR, CH, MEX",,recap,2500,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-22,,2025-05-22,2025-05-22,2025-05-23,2025-05-23,2025-06-09,2025-06-12,5/22/2025,5/22/2025,,,,,650437,22352,3.8,112,3.4,189598736,,,,,,,
"Santana x Grupo Frontera ""Me Retiro"" Lyrics",Completed,Juan Val,"valentina.semprun@influur.com, Andres Ignacio Gomez",,Polina Andrieieva,5/23/2025,5/29/2025,2550,,100%,Sony Music Mexico,8,,https://docs.google.com/spreadsheets/d/1FfycC1kbNJ5kb7DCsWjUSosm5vJN9BzvV44hWCMcaHQ/edit?usp=sharing,"influur | Santana x Grupo Frontera ""Me Retiro"" Lyrics - https://music.influur.com/promote/e5cdc1c8-9c11-4f74-bf6f-c331367e8347/share/?token=Z1ZT6eN5lsF64MXWOWqDJQ46wh_RJllst4b08IjJnuw",Corridos,MEX,,lyrics,2550,,,https://docs.google.com/spreadsheets/d/1kPhlkZzGgxhpj7fQ6Wb6MwQPB8jWXcMq48KuuV1JIZY/edit?gid=1355088525#gid=1355088525,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGnXRT7oK0/8x7ObzS9kNCccqEiRJE4hQ/edit,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-13,,2025-05-13,2025-05-13,2025-05-23,2025-05-23,2025-06-02,2025-06-02,5/13/2025,5/13/2025,,,,,951247,13540,2.7,188,1.4,414817948,,,,,,,
Mau y Ricky - Samaná - Quotes,Completed,Genesis Martinez,Genesis Martinez,,Steven Campos,5/23/2025,5/24/2025,2000,,100%,Warner Music Latina Inc.,12,,https://docs.google.com/spreadsheets/d/1V_AxrpHLp7rBQA7Kjg25_FbyGg86gLVexQ7zu0ggivY/edit?gid=837385679#gid=837385679,influur | Mau y Ricky - Samaná (Quotes) - https://music.influur.com/promote/eb5116a4-3c8e-40f4-ba14-3e9acdb77cf9/share?token=jbgdDkgn-igfEkgadUXKYtXAEB6Vh9bB6B0ZOadXhZ8,Urbano,LATAM,,Quotes,2000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-22,,2025-05-22,2025-05-22,2025-05-23,2025-05-23,2025-05-26,2025-05-27,5/22/2025,5/22/2025,,,,,599161,36393,3.3,55,6.1,189598736,,,,,,,
Jesse & Joy Album,Completed,Juan Val,maria.escobar@influur.com,,Steven Campos,5/23/2025,5/30/2025,3000,,100%,Strat (Globalatino),13,,https://docs.google.com/spreadsheets/d/1M-zWMiwdC53kJjYpoh1Ndr9MVzIoDWpERBtrLz4dZ2Y/edit?gid=1276514550#gid=1276514550,"Jesse Jesse & Joy ""Empinar El Codo"" - https://music.influur.com/promote/03ba73bf-7a6c-4f44-b14e-bb8bfc29ed48/share?token=vQrVUHqIK0qg2sqHsBZmrN619t_Bt26gfhGboOpfOXE",Pop,"MEX, COL, ESP, US LATIN",,lyrics,3000,,,https://docs.google.com/spreadsheets/d/1tApL4oCKKLOLBU0hwZLeH1T4fpp34inLMXPzLJGvU_8/edit?gid=226787000#gid=226787000,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGoGCIcLs4/XbNYqScxJI5RXjvAD3zJ2Q/edit?utm_content=DAGoGCIcLs4&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-21,,2025-05-21,2025-05-21,2025-05-23,2025-05-27,2025-06-04,2025-06-17,5/21/2025,5/21/2025,,,,,1060107,10680,2.8,281,1,189598736,,,,,,,
"Beele ""La Plena"" TikTok",Completed,,valentina.semprun@influur.com,,Steven Campos,5/23/2025,6/15/2025,6700,,100%,XYZ,10,0,https://docs.google.com/spreadsheets/d/1H3z8CeWHpfF9203sP_i8kEKHLeN1wsWR8u96_h6Fqq4/edit?usp=sharing,"Beéle ""La Plena"" | Influur - https://dashboard.influur.com/client/be%C3%A9le-la-plena147",Reggaeton,MEX,,TREND,6700,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-22,,2025-05-22,2025-05-23,2025-05-26,2025-05-26,2025-06-16,2025-07-04,5/22/2025,5/22/2025,,,,,16000000,2100000,0.4,3,13.1,189598736,,,,,,,
"Alejandro Sanz ""¿Y Ahora qué?""",Completed,Juan Val,Andres Ignacio Gomez,,Polina Andrieieva,5/22/2025,5/22/2025,2550,,100%,Sony Music Mexico,3,,https://docs.google.com/spreadsheets/d/1HpQr0IEhlSTAL4mgx5o_c7Xd9dJPGE55i3fjAQN0awI/edit?usp=sharing,"influur | Alejandro Sanz "" - ¿Y Ahora qué?"" - https://music.influur.com/promote/c6ce765b-8c78-4e21-af7a-f99eea84c0fc/share?token=UN5n7oNb1vqDD_pLQKS645F_oqlXYUIZ-c0a-2NU1NI",Pop,MEX,,"Review, POV",2550,,,https://docs.google.com/spreadsheets/d/1TkHb03artHOOnDAZjcQH-sQn5Wd2V0Bmx7gmf5K2w_o/edit,,,,,,,,,,,,,Done,https://www.canva.com/design/DAGoBSKJLdE/5QwyDqScRzEpCUTDq8vOiA/edit?utm_content=DAGoBSKJLdE&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-19,,2025-05-19,2025-05-21,2025-05-22,2025-05-22,,2025-06-02,5/19/2025,5/19/2025,,,,,2789406,244325,0.9,10,8.8,414817948,,,,,,,
"Kapo ""Korazong"" Pre-Release",Completed,"camila.parra@influur.com, Genesis Martinez",Genesis Martinez,,Steven Campos,5/22/2025,6/5/2025,20000,,100%,Sony Music Latin,15,,https://docs.google.com/spreadsheets/d/1EbpOc311-lUGAgzc1rjcaWXK6KEK8tPo0vv-2-JYGAA/edit?usp=sharing,"influur | Kapo ""Korazong"" Pre-Release - https://music.influur.com/promote/77cbc5d0-9d17-48bc-94c3-1a0aa929acb8/share?token=sK19672FsHNz74Z5bdsgWTKL-NBiE5GTc-rFglNwTVw",Urbano,"US LATIN, LATAM",,Lip-sync,20000,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-21,,2025-05-21,2025-05-22,2025-05-22,2025-05-22,2025-06-06,2025-06-16,5/21/2025,5/21/2025,,,,,9630722,663166,2.1,30,6.9,189598736,,,,,,,
"MC Hariel ""AMG""",Completed,"camila.parra@influur.com, Julius Breyer",Carolina Anaya,,Steven Campos,5/22/2025,5/30/2025,15000,,100%,"Meta Platforms, Inc.",13,,https://docs.google.com/spreadsheets/d/1nDINuGX0s4lOIobzP1gZDR8L3w93LvlN2dk8G2Dnzow/edit?usp=sharing,"influur | MC Hariel ""AMG"" - https://music.influur.com/promote/c8182ed2-5cde-4dcb-bde8-f9f13e4580c9/share?token=meY2XwBdumIIH9ZPtH57aWN4-8ErdGov4c3WIb95V8c",Funk BR,BR,,Libre,15000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-20,,2025-05-20,2025-05-21,2025-05-22,2025-05-22,2025-05-30,2025-06-04,5/20/2025,5/20/2025,,,,,1858974,39100,8.1,384,2.1,189598736,,,,,,,
"Karol G ""Latina Foreva"" Miami",Completed,,Andres Ignacio Gomez,,Steven Campos,5/22/2025,5/22/2025,6700,,100%,Capital Interscope,4,,https://docs.google.com/spreadsheets/d/1iU9E0DqM8_mPIBlmimR-eGEGiJigMtHgK2LX0mSoLHI/edit?gid=1466472358#gid=1466472358,influur | Karol G - ¨LATINA FOREVA¨ - https://music.influur.com/promote/f0674eb0-691f-45f6-85ed-0b32a0f9f91e/share?token=h9KBysx9bNBfShVcmLvafmWMYSwfjMX_R7aE97645mo,Reggaeton,"US LATIN, PR, DR, COL, VZ",,Dance,6700,,,,,,,,,,,,,,1,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-19,,2025-05-19,2025-05-21,2025-05-22,2025-05-22,,2025-05-26,5/19/2025,5/19/2025,,,,,16462917,1427759,0.4,5,8.7,189598736,,,,,,,
"8Uno ""Pelotero A La Bola"" Micros",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,5/22/2025,6/2/2025,1900,,100%,Warner Music Mexico,,35,https://docs.google.com/spreadsheets/d/1XaqERvv7FqcPrAhxMSiXNcMep6jGG4XPzOb7UUlTRUQ/edit?usp=sharing,"influur | 8Uno ""Pelotero A La Bola"" Micros - https://music.influur.com/promote/c48f4674-06b5-4162-bf85-050f47ef3572/share?token=WOUcFP_hBmCjXgXaXnc7R1i4_l226LZTPIuiaVF1n1w",Cumbia,MEX,,Dance,1900,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:28 PM",2025-05-22,,2025-05-30,,2025-05-30,2025-05-30,2025-06-02,2025-06-04,5/22/2025,5/22/2025,,,,,631257,77400,3,25,12.3,189598736,,,,,,,
